ID,Tanggal,Pelabuhan,Jenis Kendala,Cuaca,Volume Kargo (ton),Risiko Delay (Jam),Rekomendasi AI
ISS1235,05/07/2025,Bitung,Force Majeure,Kabut Tebal,7398,0.2,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1236,11/07/2025,Makassar,Overload,Angin Kencang,16997,0.32,Alihkan kontainer ke terminal lain
ISS1237,30/07/2025,Belawan,Overload,Badai,14081,0.63,Alihkan kontainer ke terminal lain
ISS1238,09/07/2025,Makassar,Force Majeure,Kabut Tebal,13590,0.43,Tambahkan armada ke pelabuhan
ISS1239,14/06/2025,Bitung,Cuaca Buruk,Angin Kencang,9034,0.59,Koordinasi dengan otoritas pelabuhan
ISS1240,10/07/2025,Tanjung Perak,Overload,Hujan Deras,15790,0.78,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1241,14/06/2025,Bitung,Cuaca Buruk,Hujan Deras,7216,0.38,Tunda pengiriman hingga cuaca membaik
ISS1242,24/06/2025,Makassar,Overload,Kabut Tebal,16968,0.29,Aktifkan jalur logistik alternatif
ISS1243,09/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,15965,0.46,Alihkan kontainer ke terminal lain
ISS1244,06/06/2025,Bitung,Overload,Kabut Tebal,12127,0.67,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1245,15/07/2025,Tanjung Priok,Overload,Hujan Deras,10673,0.23,Tambahkan armada ke pelabuhan
ISS1246,18/07/2025,Tanjung Priok,Cuaca Buruk,Badai,7535,0.7,Alihkan kontainer ke terminal lain
ISS1247,24/06/2025,Belawan,Overload,Cerah,4018,0.51,Koordinasi dengan otoritas pelabuhan
ISS1248,07/06/2025,Tanjung Priok,Force Majeure,Badai,12002,0.25,Alokasikan ke terminal cadangan
ISS1249,05/06/2025,Tanjung Perak,Overload,Angin Kencang,19121,0.81,Alihkan kontainer ke terminal lain
ISS1250,25/07/2025,Bitung,Force Majeure,Angin Kencang,9546,0.48,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1251,11/06/2025,Bitung,Cuaca Buruk,Hujan Deras,8055,0.35,Koordinasi dengan otoritas pelabuhan
ISS1252,13/06/2025,Belawan,Cuaca Buruk,Angin Kencang,6976,0.94,Aktifkan jalur logistik alternatif
ISS1253,18/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,14304,0.72,Koordinasi dengan otoritas pelabuhan
ISS1254,05/06/2025,Bitung,Cuaca Buruk,Cerah,16414,0.63,Tunda pengiriman hingga cuaca membaik
ISS1255,11/06/2025,Tanjung Perak,Cuaca Buruk,Badai,2916,0.24,Aktifkan jalur logistik alternatif
ISS1256,01/07/2025,Makassar,Overload,Hujan Deras,16253,0.78,Alihkan kontainer ke terminal lain
ISS1257,10/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,15569,0.41,Tunda pengiriman hingga cuaca membaik
ISS1258,26/06/2025,Tanjung Priok,Overload,Angin Kencang,14118,0.66,Aktifkan jalur logistik alternatif
ISS1259,04/06/2025,Makassar,Force Majeure,Angin Kencang,17753,0.37,Tambahkan armada ke pelabuhan
ISS1260,15/06/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,10487,0.42,Aktifkan jalur logistik alternatif
ISS1261,24/06/2025,Tanjung Perak,Force Majeure,Cerah,9765,0.25,Aktifkan jalur logistik alternatif
ISS1262,22/06/2025,Bitung,Cuaca Buruk,Angin Kencang,13379,0.19,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1263,30/07/2025,Makassar,Overload,Angin Kencang,13667,0.77,Aktifkan jalur logistik alternatif
ISS1264,05/06/2025,Belawan,Overload,Badai,2895,0.55,Alihkan kontainer ke terminal lain
ISS1265,17/07/2025,Bitung,Cuaca Buruk,Hujan Deras,10320,0.63,Tambahkan armada ke pelabuhan
ISS1266,13/06/2025,Bitung,Cuaca Buruk,Hujan Deras,7317,0.93,Koordinasi dengan otoritas pelabuhan
ISS1267,10/07/2025,Makassar,Force Majeure,Badai,7131,0.15,Alihkan kontainer ke terminal lain
ISS1268,10/07/2025,Belawan,Overload,Hujan Deras,3037,0.14,Percepat proses bongkar saat cuaca memungkinkan
ISS1269,28/07/2025,Makassar,Cuaca Buruk,Hujan Deras,12454,0.2,Tunda pengiriman hingga cuaca membaik
ISS1270,25/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,19678,0.78,Koordinasi dengan otoritas pelabuhan
ISS1271,14/06/2025,Tanjung Priok,Overload,Angin Kencang,5724,0.63,Tambahkan armada ke pelabuhan
ISS1272,02/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,15692,0.86,Koordinasi dengan otoritas pelabuhan
ISS1273,27/07/2025,Tanjung Priok,Overload,Kabut Tebal,14796,0.84,Percepat proses bongkar saat cuaca memungkinkan
ISS1274,30/07/2025,Tanjung Perak,Overload,Cerah,14157,0.5,Percepat proses bongkar saat cuaca memungkinkan
ISS1275,04/07/2025,Tanjung Priok,Overload,Cerah,16752,0.75,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1276,21/06/2025,Makassar,Overload,Badai,2257,0.42,Aktifkan jalur logistik alternatif
ISS1277,16/07/2025,Bitung,Force Majeure,Angin Kencang,4310,0.69,Alihkan kontainer ke terminal lain
ISS1278,29/06/2025,Bitung,Cuaca Buruk,Badai,9413,0.59,Alihkan kontainer ke terminal lain
ISS1279,07/07/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,13159,0.77,Tunda pengiriman hingga cuaca membaik
ISS1280,22/06/2025,Tanjung Perak,Force Majeure,Cerah,10768,0.52,Tunda pengiriman hingga cuaca membaik
ISS1281,21/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,16317,0.36,Koordinasi dengan otoritas pelabuhan
ISS1282,19/06/2025,Belawan,Force Majeure,Angin Kencang,14810,0.19,Tambahkan armada ke pelabuhan
ISS1283,02/06/2025,Makassar,Overload,Badai,5512,0.42,Aktifkan jalur logistik alternatif
ISS1284,07/07/2025,Tanjung Priok,Overload,Badai,5621,0.51,Percepat proses bongkar saat cuaca memungkinkan
ISS1285,02/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,9739,0.81,Tambahkan armada ke pelabuhan
ISS1286,05/07/2025,Belawan,Force Majeure,Kabut Tebal,11970,0.94,Aktifkan jalur logistik alternatif
ISS1287,28/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,16336,0.79,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1288,28/07/2025,Belawan,Cuaca Buruk,Badai,16531,0.66,Koordinasi dengan otoritas pelabuhan
ISS1289,16/06/2025,Makassar,Overload,Badai,19852,0.14,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1290,23/07/2025,Bitung,Overload,Angin Kencang,9148,0.5,Alihkan ke pelabuhan terdekat
ISS1291,16/06/2025,Belawan,Overload,Badai,16896,0.7,Koordinasi dengan otoritas pelabuhan
ISS1292,11/07/2025,Belawan,Force Majeure,Cerah,13989,0.37,Tambahkan armada ke pelabuhan
ISS1293,24/07/2025,Tanjung Priok,Overload,Badai,3852,0.93,Alihkan ke pelabuhan terdekat
ISS1294,02/06/2025,Makassar,Force Majeure,Angin Kencang,9281,0.41,Tambahkan armada ke pelabuhan
ISS1295,03/07/2025,Tanjung Perak,Force Majeure,Kabut Tebal,6853,0.4,Percepat proses bongkar saat cuaca memungkinkan
ISS1296,25/06/2025,Tanjung Perak,Overload,Cerah,17781,0.87,Koordinasi dengan otoritas pelabuhan
ISS1297,01/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,17985,0.14,Koordinasi dengan otoritas pelabuhan
ISS1298,10/06/2025,Makassar,Cuaca Buruk,Cerah,7714,0.62,Alihkan ke pelabuhan terdekat
ISS1299,08/07/2025,Tanjung Perak,Force Majeure,Cerah,7325,0.18,Tambahkan armada ke pelabuhan
ISS1300,20/07/2025,Bitung,Overload,Kabut Tebal,3872,0.16,Alihkan ke pelabuhan terdekat
ISS1301,26/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,10550,0.71,Tambahkan armada ke pelabuhan
ISS1302,22/07/2025,Belawan,Overload,Angin Kencang,7689,0.41,Tambahkan armada ke pelabuhan
ISS1303,21/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,15859,0.48,Koordinasi dengan otoritas pelabuhan
ISS1304,27/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,17685,0.16,Koordinasi dengan otoritas pelabuhan
ISS1305,02/07/2025,Bitung,Cuaca Buruk,Hujan Deras,9751,0.61,Alokasikan ke terminal cadangan
ISS1306,04/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,9172,0.36,Koordinasi dengan otoritas pelabuhan
ISS1307,18/07/2025,Belawan,Overload,Badai,9194,0.48,Tunda pengiriman hingga cuaca membaik
ISS1308,12/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,2786,0.46,Koordinasi dengan otoritas pelabuhan
ISS1309,18/06/2025,Belawan,Overload,Hujan Deras,14778,0.14,Tambahkan armada ke pelabuhan
ISS1310,27/07/2025,Tanjung Perak,Overload,Angin Kencang,8926,0.83,Percepat proses bongkar saat cuaca memungkinkan
ISS1311,19/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,4782,0.34,Tambahkan armada ke pelabuhan
ISS1312,29/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,18101,0.74,Alokasikan ke terminal cadangan
ISS1313,24/06/2025,Bitung,Force Majeure,Cerah,18276,0.4,Tambahkan armada ke pelabuhan
ISS1314,16/06/2025,Tanjung Perak,Overload,Cerah,5634,0.44,Alokasikan ke terminal cadangan
ISS1315,12/07/2025,Makassar,Cuaca Buruk,Cerah,6540,0.68,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1316,29/07/2025,Belawan,Cuaca Buruk,Hujan Deras,17712,0.13,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1317,25/06/2025,Tanjung Priok,Cuaca Buruk,Badai,8659,0.47,Alihkan kontainer ke terminal lain
ISS1318,19/06/2025,Tanjung Priok,Overload,Badai,11472,0.9,Koordinasi dengan otoritas pelabuhan
ISS1319,09/07/2025,Belawan,Overload,Kabut Tebal,19107,0.86,Alokasikan ke terminal cadangan
ISS1320,14/07/2025,Makassar,Overload,Badai,18150,0.29,Alihkan ke pelabuhan terdekat
ISS1321,22/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,7750,0.8,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1322,25/06/2025,Makassar,Force Majeure,Angin Kencang,16469,0.62,Tunda pengiriman hingga cuaca membaik
ISS1323,28/07/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,19734,0.63,Percepat proses bongkar saat cuaca memungkinkan
ISS1324,24/06/2025,Tanjung Perak,Overload,Angin Kencang,19924,0.59,Tambahkan armada ke pelabuhan
ISS1325,04/06/2025,Bitung,Force Majeure,Kabut Tebal,7749,0.76,Alokasikan ke terminal cadangan
ISS1326,19/07/2025,Bitung,Force Majeure,Angin Kencang,14606,0.22,Alokasikan ke terminal cadangan
ISS1327,26/06/2025,Makassar,Force Majeure,Angin Kencang,6192,0.34,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1328,27/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,8312,0.17,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1329,30/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,9817,0.47,Aktifkan jalur logistik alternatif
ISS1330,06/06/2025,Belawan,Overload,Angin Kencang,14332,0.46,Aktifkan jalur logistik alternatif
ISS1331,27/06/2025,Belawan,Cuaca Buruk,Angin Kencang,12897,0.36,Alihkan kontainer ke terminal lain
ISS1332,17/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,3725,0.42,Tambahkan armada ke pelabuhan
ISS1333,22/07/2025,Tanjung Priok,Force Majeure,Cerah,19658,0.9,Tunda pengiriman hingga cuaca membaik
ISS1334,28/07/2025,Belawan,Force Majeure,Badai,19327,0.5,Percepat proses bongkar saat cuaca memungkinkan
ISS1335,10/06/2025,Bitung,Cuaca Buruk,Badai,13798,0.9,Aktifkan jalur logistik alternatif
ISS1336,20/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,15839,0.28,Koordinasi dengan otoritas pelabuhan
ISS1337,04/06/2025,Makassar,Overload,Kabut Tebal,16604,0.94,Alihkan kontainer ke terminal lain
ISS1338,28/06/2025,Belawan,Cuaca Buruk,Cerah,8581,0.56,Alihkan ke pelabuhan terdekat
ISS1339,29/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,15447,0.6,Alihkan ke pelabuhan terdekat
ISS1340,23/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,2737,0.5,Alokasikan ke terminal cadangan
ISS1341,02/07/2025,Belawan,Cuaca Buruk,Hujan Deras,14713,0.29,Aktifkan jalur logistik alternatif
ISS1342,11/06/2025,Belawan,Cuaca Buruk,Angin Kencang,12251,0.79,Alihkan ke pelabuhan terdekat
ISS1343,27/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,19344,0.29,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1344,14/07/2025,Bitung,Cuaca Buruk,Angin Kencang,6549,0.39,Tunda pengiriman hingga cuaca membaik
ISS1345,20/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,6855,0.38,Tambahkan armada ke pelabuhan
ISS1346,07/07/2025,Tanjung Perak,Force Majeure,Cerah,16987,0.43,Tunda pengiriman hingga cuaca membaik
ISS1347,03/06/2025,Makassar,Force Majeure,Angin Kencang,9078,0.57,Aktifkan jalur logistik alternatif
ISS1348,28/07/2025,Bitung,Force Majeure,Angin Kencang,11822,0.89,Tunda pengiriman hingga cuaca membaik
ISS1349,09/06/2025,Bitung,Force Majeure,Hujan Deras,19755,0.75,Alihkan kontainer ke terminal lain
ISS1350,01/07/2025,Makassar,Cuaca Buruk,Cerah,17757,0.36,Alihkan ke pelabuhan terdekat
ISS1351,06/07/2025,Tanjung Priok,Force Majeure,Badai,19577,0.47,Alokasikan ke terminal cadangan
ISS1352,04/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,3626,0.67,Alokasikan ke terminal cadangan
ISS1353,22/07/2025,Tanjung Perak,Force Majeure,Badai,16357,0.52,Koordinasi dengan otoritas pelabuhan
ISS1354,11/07/2025,Makassar,Cuaca Buruk,Cerah,17121,0.72,Koordinasi dengan otoritas pelabuhan
ISS1355,03/07/2025,Bitung,Cuaca Buruk,Angin Kencang,17530,0.21,Alokasikan ke terminal cadangan
ISS1356,27/06/2025,Tanjung Priok,Overload,Cerah,4989,0.61,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1357,20/06/2025,Tanjung Perak,Force Majeure,Cerah,14207,0.11,Alihkan ke pelabuhan terdekat
ISS1358,19/07/2025,Makassar,Overload,Hujan Deras,4253,0.47,Alihkan kontainer ke terminal lain
ISS1359,06/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,5823,0.9,Aktifkan jalur logistik alternatif
ISS1360,08/07/2025,Bitung,Force Majeure,Angin Kencang,17477,0.45,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1361,10/06/2025,Makassar,Force Majeure,Hujan Deras,11261,0.79,Koordinasi dengan otoritas pelabuhan
ISS1362,20/06/2025,Tanjung Priok,Cuaca Buruk,Badai,14500,0.45,Koordinasi dengan otoritas pelabuhan
ISS1363,30/06/2025,Tanjung Perak,Overload,Angin Kencang,18925,0.4,Alihkan kontainer ke terminal lain
ISS1364,02/06/2025,Bitung,Force Majeure,Kabut Tebal,6616,0.84,Percepat proses bongkar saat cuaca memungkinkan
ISS1365,04/07/2025,Makassar,Overload,Angin Kencang,11297,0.28,Alihkan kontainer ke terminal lain
ISS1366,06/07/2025,Belawan,Overload,Hujan Deras,13566,0.61,Tunda pengiriman hingga cuaca membaik
ISS1367,05/07/2025,Tanjung Perak,Force Majeure,Badai,5914,0.87,Percepat proses bongkar saat cuaca memungkinkan
ISS1368,12/06/2025,Bitung,Force Majeure,Angin Kencang,12821,0.57,Alokasikan ke terminal cadangan
ISS1369,06/07/2025,Bitung,Overload,Hujan Deras,17845,0.47,Alihkan kontainer ke terminal lain
ISS1370,23/06/2025,Tanjung Perak,Force Majeure,Cerah,14887,0.53,Percepat proses bongkar saat cuaca memungkinkan
ISS1371,15/07/2025,Tanjung Perak,Force Majeure,Badai,9381,0.25,Tunda pengiriman hingga cuaca membaik
ISS1372,17/07/2025,Makassar,Cuaca Buruk,Angin Kencang,3685,0.17,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1373,25/06/2025,Makassar,Overload,Cerah,15394,0.64,Koordinasi dengan otoritas pelabuhan
ISS1374,04/06/2025,Tanjung Priok,Overload,Kabut Tebal,18340,0.37,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1375,26/07/2025,Bitung,Cuaca Buruk,Angin Kencang,12879,0.21,Percepat proses bongkar saat cuaca memungkinkan
ISS1376,18/07/2025,Bitung,Force Majeure,Angin Kencang,12607,0.67,Tambahkan armada ke pelabuhan
ISS1377,24/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,3095,0.44,Percepat proses bongkar saat cuaca memungkinkan
ISS1378,16/06/2025,Tanjung Priok,Force Majeure,Cerah,19111,0.54,Alokasikan ke terminal cadangan
ISS1379,22/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,12601,0.37,Tunda pengiriman hingga cuaca membaik
ISS1380,30/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,3688,0.34,Alihkan kontainer ke terminal lain
ISS1381,06/07/2025,Tanjung Priok,Force Majeure,Cerah,12388,0.17,Koordinasi dengan otoritas pelabuhan
ISS1382,12/06/2025,Tanjung Priok,Overload,Cerah,4570,0.65,Alokasikan ke terminal cadangan
ISS1383,05/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,6695,0.6,Aktifkan jalur logistik alternatif
ISS1384,17/06/2025,Belawan,Cuaca Buruk,Badai,6967,0.53,Percepat proses bongkar saat cuaca memungkinkan
ISS1385,02/06/2025,Bitung,Force Majeure,Kabut Tebal,3368,0.15,Alokasikan ke terminal cadangan
ISS1386,07/07/2025,Belawan,Cuaca Buruk,Badai,10340,0.73,Koordinasi dengan otoritas pelabuhan
ISS1387,04/06/2025,Tanjung Priok,Force Majeure,Badai,8982,0.82,Tunda pengiriman hingga cuaca membaik
ISS1388,09/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,8220,0.59,Alokasikan ke terminal cadangan
ISS1389,05/06/2025,Bitung,Overload,Angin Kencang,5922,0.32,Percepat proses bongkar saat cuaca memungkinkan
ISS1390,01/07/2025,Makassar,Overload,Hujan Deras,18344,0.49,Percepat proses bongkar saat cuaca memungkinkan
ISS1391,28/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,8867,0.15,Tunda pengiriman hingga cuaca membaik
ISS1392,01/06/2025,Belawan,Cuaca Buruk,Hujan Deras,5554,0.9,Alihkan ke pelabuhan terdekat
ISS1393,04/07/2025,Tanjung Priok,Force Majeure,Badai,3769,0.6,Alihkan ke pelabuhan terdekat
ISS1394,15/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,7248,0.1,Aktifkan jalur logistik alternatif
ISS1395,07/07/2025,Bitung,Overload,Hujan Deras,4285,0.4,Tambahkan armada ke pelabuhan
ISS1396,03/06/2025,Belawan,Overload,Badai,2994,0.7,Alihkan kontainer ke terminal lain
ISS1397,06/07/2025,Tanjung Perak,Overload,Angin Kencang,10598,0.71,Koordinasi dengan otoritas pelabuhan
ISS1398,10/07/2025,Tanjung Priok,Overload,Badai,15189,0.28,Tambahkan armada ke pelabuhan
ISS1399,29/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,15681,0.82,Aktifkan jalur logistik alternatif
ISS1400,16/07/2025,Bitung,Cuaca Buruk,Kabut Tebal,16991,0.27,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1401,01/06/2025,Bitung,Overload,Angin Kencang,2232,0.16,Percepat proses bongkar saat cuaca memungkinkan
ISS1402,08/07/2025,Makassar,Force Majeure,Kabut Tebal,9509,0.42,Alihkan kontainer ke terminal lain
ISS1403,04/06/2025,Makassar,Cuaca Buruk,Angin Kencang,8318,0.23,Alihkan kontainer ke terminal lain
ISS1404,03/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,14768,0.43,Alihkan ke pelabuhan terdekat
ISS1405,03/07/2025,Bitung,Overload,Cerah,11190,0.19,Percepat proses bongkar saat cuaca memungkinkan
ISS1406,08/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,13015,0.24,Alihkan kontainer ke terminal lain
ISS1407,14/07/2025,Tanjung Priok,Overload,Kabut Tebal,18529,0.79,Aktifkan jalur logistik alternatif
ISS1408,04/07/2025,Tanjung Perak,Cuaca Buruk,Badai,17219,0.95,Koordinasi dengan otoritas pelabuhan
ISS1409,15/07/2025,Bitung,Cuaca Buruk,Cerah,7550,0.54,Alokasikan ke terminal cadangan
ISS1410,14/06/2025,Belawan,Force Majeure,Cerah,4074,0.21,Tunda pengiriman hingga cuaca membaik
ISS1411,14/06/2025,Makassar,Overload,Cerah,15076,0.4,Percepat proses bongkar saat cuaca memungkinkan
ISS1412,19/06/2025,Tanjung Perak,Cuaca Buruk,Badai,3110,0.34,Alokasikan ke terminal cadangan
ISS1413,10/06/2025,Belawan,Force Majeure,Angin Kencang,12668,0.2,Tunda pengiriman hingga cuaca membaik
ISS1414,04/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,5380,0.64,Koordinasi dengan otoritas pelabuhan
ISS1415,12/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,18819,0.13,Aktifkan jalur logistik alternatif
ISS1416,18/07/2025,Tanjung Priok,Overload,Angin Kencang,13111,0.31,Aktifkan jalur logistik alternatif
ISS1417,02/07/2025,Tanjung Perak,Force Majeure,Badai,12782,0.47,Aktifkan jalur logistik alternatif
ISS1418,22/06/2025,Bitung,Overload,Kabut Tebal,19330,0.45,Koordinasi dengan otoritas pelabuhan
ISS1419,12/07/2025,Tanjung Priok,Overload,Badai,10140,0.58,Tambahkan armada ke pelabuhan
ISS1420,22/07/2025,Makassar,Force Majeure,Hujan Deras,5162,0.43,Aktifkan jalur logistik alternatif
ISS1421,27/06/2025,Tanjung Perak,Overload,Angin Kencang,17373,0.51,Tunda pengiriman hingga cuaca membaik
ISS1422,08/07/2025,Tanjung Priok,Force Majeure,Badai,12487,0.85,Alihkan kontainer ke terminal lain
ISS1423,06/07/2025,Bitung,Force Majeure,Hujan Deras,9012,0.74,Alihkan ke pelabuhan terdekat
ISS1424,01/07/2025,Tanjung Perak,Overload,Badai,16633,0.89,Alihkan kontainer ke terminal lain
ISS1425,10/07/2025,Tanjung Priok,Overload,Hujan Deras,10443,0.6,Aktifkan jalur logistik alternatif
ISS1426,26/07/2025,Belawan,Overload,Kabut Tebal,9878,0.34,Alokasikan ke terminal cadangan
ISS1427,18/06/2025,Makassar,Overload,Angin Kencang,8093,0.66,Percepat proses bongkar saat cuaca memungkinkan
ISS1428,22/06/2025,Bitung,Cuaca Buruk,Hujan Deras,12170,0.63,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1429,15/07/2025,Belawan,Cuaca Buruk,Hujan Deras,6530,0.57,Tambahkan armada ke pelabuhan
ISS1430,02/06/2025,Bitung,Cuaca Buruk,Badai,12569,0.86,Alihkan ke pelabuhan terdekat
ISS1431,22/06/2025,Tanjung Perak,Overload,Kabut Tebal,2718,0.45,Alokasikan ke terminal cadangan
ISS1432,21/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,19227,0.74,Percepat proses bongkar saat cuaca memungkinkan
ISS1433,30/06/2025,Makassar,Force Majeure,Kabut Tebal,8936,0.41,Alihkan kontainer ke terminal lain
ISS1434,06/07/2025,Tanjung Perak,Force Majeure,Cerah,17084,0.21,Alokasikan ke terminal cadangan
ISS1435,07/06/2025,Tanjung Perak,Cuaca Buruk,Badai,11297,0.4,Alihkan ke pelabuhan terdekat
ISS1436,17/06/2025,Bitung,Force Majeure,Kabut Tebal,17089,0.82,Alihkan kontainer ke terminal lain
ISS1437,18/07/2025,Makassar,Cuaca Buruk,Angin Kencang,5980,0.78,Koordinasi dengan otoritas pelabuhan
ISS1438,04/06/2025,Belawan,Force Majeure,Angin Kencang,15677,0.66,Alokasikan ke terminal cadangan
ISS1439,09/07/2025,Tanjung Perak,Force Majeure,Cerah,7332,0.68,Koordinasi dengan otoritas pelabuhan
ISS1440,29/06/2025,Belawan,Overload,Kabut Tebal,4072,0.59,Tambahkan armada ke pelabuhan
ISS1441,17/06/2025,Tanjung Priok,Overload,Hujan Deras,18292,0.65,Aktifkan jalur logistik alternatif
ISS1442,21/06/2025,Bitung,Cuaca Buruk,Badai,6321,0.33,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1443,28/06/2025,Belawan,Cuaca Buruk,Hujan Deras,18311,0.44,Percepat proses bongkar saat cuaca memungkinkan
ISS1444,26/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,4579,0.26,Alihkan kontainer ke terminal lain
ISS1445,26/06/2025,Makassar,Force Majeure,Hujan Deras,19556,0.63,Tunda pengiriman hingga cuaca membaik
ISS1446,24/07/2025,Makassar,Force Majeure,Angin Kencang,4866,0.92,Percepat proses bongkar saat cuaca memungkinkan
ISS1447,09/06/2025,Tanjung Perak,Overload,Angin Kencang,12780,0.77,Alihkan kontainer ke terminal lain
ISS1448,21/07/2025,Bitung,Force Majeure,Hujan Deras,17675,0.32,Alihkan ke pelabuhan terdekat
ISS1449,30/07/2025,Tanjung Perak,Overload,Kabut Tebal,19289,0.87,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1450,25/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,15952,0.34,Tambahkan armada ke pelabuhan
ISS1451,12/07/2025,Belawan,Overload,Badai,4686,0.49,Aktifkan jalur logistik alternatif
ISS1452,08/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,18598,0.51,Alihkan kontainer ke terminal lain
ISS1453,17/07/2025,Makassar,Cuaca Buruk,Hujan Deras,18376,0.35,Percepat proses bongkar saat cuaca memungkinkan
ISS1454,17/06/2025,Belawan,Overload,Badai,9928,0.68,Tunda pengiriman hingga cuaca membaik
ISS1455,12/06/2025,Tanjung Perak,Force Majeure,Badai,19230,0.19,Alihkan kontainer ke terminal lain
ISS1456,29/07/2025,Makassar,Force Majeure,Badai,14866,0.55,Alihkan ke pelabuhan terdekat
ISS1457,28/07/2025,Belawan,Force Majeure,Kabut Tebal,12809,0.42,Jadwalkan ulang pengiriman di luar jam sibuk
